title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale,geolocatable,datable,date_start,date_end,user_notes,latLng
Queens Quay east of Rees looking north-west,"Fonds 200, Series 1465, File 145, Item 73",[between 1980 and 1998],Photographs,File 145; Harbourfront,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0145_id0073.jpg,444095,306978,[between 1980 and 1998],101 transparencies : col. ; 35mm,Harbourfront,File consists of images of the waterfront and Queens Quay.,,HIGHRISE BUILDINGS (browse  records) APARTMENT BUILDINGS (browse  records),,,,,,,,,,,,Locatable,yes,1980,1998,,"{""latLng"":""43.63927078989327,-79.3844109774933""}"
Miscellaneous and unidentified housing,"Fonds 213, Series 1464, File 19, Item 11",,,File 19; Miscellaneous and unidentified housing,,OPEN - No restrictions on these government records.,Copyright may or may not be held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1464/s1464_fl0019_id0011.jpg,439600,305389,1961,14 transparencies : col. ; 35 mm,Miscellaneous and unidentified housing,File consists of exterior views of rowhouses on Jane St. and a multiple unit dwelling on Old Lakeshore Rd. Additional photographs document detached homes and rowhouses on unidentified streets.,,,,,,,,,,,,,,Maybe,yes,1961,,,"{""latLng"":""43.59838721266697,-79.49990534868772""}"
Toronto Island,"Fonds 200, Series 372, Subseries 52, Item 1869","September 18, 1936",Photographs,Subseries 52; Parks Dept. photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0052/s0372_ss0052_it1869.jpg,91757,83999,1913-1945," 
1871 photographs : b&w; ; 13 x 18 cm and smaller",Parks Dept. photographs,"Subseries consists of images documenting the activities of the City of Toronto Parks Department during the first half of the 20th century. Arranged chronologically, these photographs offer views of parks and green spaces across the city as well as sports and recreational activities organized in those spaces. ",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1936,,,"{""latLng"":""43.6159609096973,-79.37450718027344""}"
C. N. E. Grandstand — repairs,"Fonds 200, Series 372, Subseries 1, Item 807","April 18, 1928",Photographs,Subseries 1; Architect's photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0807.jpg,101019,83946,1912-1952,ca. 1678 photographs : b&w; ; 13 x 18 cm and smaller,Architect's photographs,"Subseries consists of photographs taken on behalf of the City Architect's Department to document their activities. Photographs illustrate different types of buildings (e.g., residential, commercial, industrial) located across the City, and in various states of repair. Subseries includes views of buildings under construction, buildings undergoing repair work, buildings exhibiting structural damage (e.g., leaning walls, foundation cracks, collapsed chimneys), and buildings damaged by events such as frost, fire, or explosion.",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1928,,,"{""latLng"":""43.6330556,-79.42260820000001""}"
Subway stations under construction,"Fonds 1128, Series 381, File 225, Item 10154-2",,,File 225; Subway stations under construction,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser381/s0381_fl0225_id10154-2.jpg,426854,103913,"Nov. 26, 1952",8 photonegatives : b&w; ; 10 cm X 13 cm,Subway stations under construction,"File consists of photographs of Union Station, King Station, Queen Station, Dundas Station, and College Station, under construction.",,,,,,,,,,,,,,Maybe,yes,1952,,"It's one of Union Station, King Station, Queen Station, Dundas Station, and College Station. Ryan might be able to identify.",
West side of Yonge north of Front,"Fonds 200, Series 1465, File 414, Item 17",[between 1983 and 1993],Photographs,File 414; Buildings: BCE Place,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0414_it0017.jpg,453338,322296,1983-1993,54 transparencies : col ; 35mm,Buildings: BCE Place,"File includes images of the interior and exterior of BCE Place (Brookfield Place), including construction, the older buildings on Yonge and Wellington that were converted, and other streets in the area.",,,,,,,,,,,,,,Locatable,yes,1983,1993,Still there! Good candidate for streetviewing.,"{""latLng"":""43.647331325411855,-79.37713486137687""}"
"Corner of George St. and Dundas St., looking south-east","Fonds 2032, Series 841, File 27, Item 23",1972,Photographs,"File 27; Dalhousie Street and George Street corners, between Queen Street and Gerrard Street",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser841/s0841_fl0027_it0023.jpg,606009,605986,1972,"33 negatives : b&w; : 35 mm
32 photographs : b&w; ; 20 x 25 cm","Dalhousie Street and George Street corners, between Queen Street and Gerrard Street",,"1 negative : b&w; ; 35mm
1 print : b&w; ; 20 x 25 cm",STREETSCAPE (browse  records),,"Previously cited as: RG32B neg 27-23, print 474",,,,,,,,,,Locatable,yes,1972,,,"{""latLng"":""43.652972736184495,-79.39324701278679""}"
"Corner of University Ave. and Queen's Park Cres., looking east","Fonds 2032, Series 841, File 56, Item 33",1972,Photographs,"File 56; Queen's Park Crescent and University Avenue corners, from Edward Street to Grosvenor Street",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser841/s0841_fl0056_it0033.jpg,616878,616845,1972,"36 negatives : b&w; : 35 mm
30 photographs : b&w; ; 20 x 25 cm","Queen's Park Crescent and University Avenue corners, from Edward Street to Grosvenor Street",,"1 negative : b&w; ; 35mm
1 print : b&w; ; 20 x 25 cm",STREETSCAPE (browse  records),,Previously cited as: RG32B neg 59-39 print 1439,,,,,,,,,,Locatable,yes,1972,,,"{""latLng"":""43.662901043046396,-79.39093984973755""}"
Lansdowne Subway - wet walls,"Fonds 200, Series 372, Subseries 84, Item 99","January 16, 1915",,Subseries 84; Photographs of roads and bridges,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0084/s0372_ss0084_it0099.jpg,144797,84051,1909-1950,"ca. 43 photoprints : b&w; ; 13 x 18 cm and smaller
ca. 231 photonegatives : b&w; ; 13 x 18 cm and smaller",Photographs of roads and bridges,"Subseries consists of photographs of roads and bridges around Toronto. Arranged chronologically, photographs provide views of numerous bridges and underpasses not otherwise documented in individual subseries within Series 372. Photographs also record accidents (fire damage, railcar jumping the tracks) and instances of structural failure (washouts, collapse).
In addition to the focus on roads and bridges, there are a group of photographs of boats and docks, as well as images documenting cement and concrete testing.",1 photonegative : b&w; ; 18 x 13 cm,,,,,,,,,,,,,Locatable,yes,1915,,,"{""latLng"":""43.6591485,-79.4431773""}"
Southwest corner of Bloor and Sherbourne streets,"Fonds 1231, Item 2188","June 7, 1912","Photographs
Photographs - streetscapes",Fonds 1231; James Salmon collection,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1231/f1231_it2188.jpg,81304,78988,,,,,1 photonegative,ROADS (browse  records),,,,,,,,,"City of Toronto Archives, Fonds 1231, Item 2188.",,,Locatable,yes,1912,,,"{""latLng"":""43.672208356561974,-79.3769802460327""}"
"Corner of Sackville St. and St. Paul St., looking south","Fonds 2032, Series 841, File 37, Item 9",1972,Photographs,"File 37; Sackville Street and Regent Street corners, from Shuter Street to Dundas Street",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser841/s0841_fl0037_it0009.jpg,606550,606534,1972,"18 negatives : b&w; : 35 mm
15 photographs : b&w; ; 20 x 25 cm","Sackville Street and Regent Street corners, from Shuter Street to Dundas Street",,"1 negative : b&w; ; 35mm
1 print : b&w; ; 20 x 25 cm",STREETSCAPE (browse  records),,Previously cited as: RG32B neg 38-27 print 1099,,,,,,,,,,Locatable,yes,1972,,,"{""latLng"":""43.65574276639365,-79.36124340024719""}"
Planning graphics,"Fonds 200, Series 1465, File 317, Item 1",[between 1970 and 1972],Photographs,"File 317; System diagrams, planning notes",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0317_it0001.jpg,450423,322016,1970-1972,70 transparencies : col ; 35mm,"System diagrams, planning notes","File consists of images of presentation materials used for urban planning, mostly charts and graphs. File also includes a small number of photographs of downtown locations.",,,,,,,,,,,,,,Not Locatable,yes,1970,1972,,
Map of areas of special identity in King-Spadina,"Fonds 200, Series 1465, File 51, Item 70",[between 1980 and 1998],Photographs,"File 51; District, King Street West and Spadina Avenue",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0051_id0070.jpg,440691,306886,[between 1980 and 1998],143 transparencies : col. ; 35mm,"District, King Street West and Spadina Avenue","File consists of images of Spadina, King, Wellington, Adelaide, Richmond, Liberty Village, the Massey-Harris site at Strachan, and nearby areas. Many industrial buildings and older office buildings are included.",,,,,,,,,,,,,,Locatable,yes,1980,1998,,"{""latLng"":""43.64547227270853,-79.39504540370484""}"
102 Howard Street,"Fonds 200, Series 372, Subseries 3, Item 218","November 1, 1916",Photographs,Subseries 3; Assessment photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0003/s0372_ss0003_it0218.jpg,92948,83947,1911-1947,ca. 1200 photographs : b&w; ; 13 x 18 cm and smaller,Assessment photographs,"Subseries consists of photographs taken on behalf of the Assessment Department to assist in their evaluation of property values within the former City of Toronto. City Photographer Arthur Goss was reponsible for photographs taken prior to 1940.
Subseries also includes a 1915 diagram showing the density of Toronto's population by Assessment System (Item 148).",1 photonegative : b&w; ; 13 x 18 cm,,,,,,,,,,,,,Locatable,yes,1916,,Unclear if the address numbers have changed. This area is all high rises now.,"{""latLng"":""43.671740188693164,-79.37197896457872""}"
Sir Henry and Lady Pellatt,"Fonds 1244, Item 48A",[ca. 1909],Photographs,Fonds 1244; William James family fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it0048a.jpg,48896,46340,,,,,1 photoprint : b&w; ; 21 x 26 cm. — 1 photonegative : b&w; ; 10 x 12 cm,HORSE-DRAWN VEHICLES (browse  records),,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 1.",,,,,,,,,Not Locatable,yes,1909,,,
"Toronto Skyline - view from Wilton St, across Sherbourne","Fonds 1526, File 46, Item 79","January 30, 1980",Photographs,File 46; Toronto skyline,,OPEN - No restrictions on these non-government records.,Copyright was transferred to the City of Toronto by the copyright owner. ...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1526/f1526_fl0046_it0079.jpg,516647,456406,"September 14, 1957-September 5, 1984","166 transparencies : col. slides, diapositive (Kodachrome) ; 35 mm",Toronto skyline,,1 transparency : col. ; 35 mm,,,,,,,,,,,,,Locatable,yes,1980,,,"{""latLng"":""43.648503717229346,-79.36807692062376""}"
"South side of Wellesley, east of Yonge","Fonds 200, Series 1465, File 116, Item 37",[between 1980 and 1998],Photographs,File 116; Housing - apartments,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0116_id0037.jpg,442847,306951,[between 1980 and 1998],72 transparencies : 71 col. ; 1 b&w; ; 35mm ,Housing - apartments,File consists of images of apartment buildings of various sizes and types.,,APARTMENT BUILDINGS (browse  records) HOUSES (browse  records),,,,,,,,,,,,Locatable,yes,1980,1998,precise location based on street view,"{""latLng"":""43.665159904528636,-79.38343436994""}"
Scarborough Bluffs,"Fonds 1548, Series 393, Item 28",[before 1940],,Series 393; John Boyd Sr. photographs,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1548/ser393/f1548_s0393_it0028.jpg,229478,46345,,,,,1 photoprint : b&w; ; 12 x 15 cm,,,,,,,,,,,,,Locatable,yes,1940,,,"{""latLng"":""43.7060208,-79.23163410000001""}"
Map of proposed railway lands development,"Fonds 200, Series 1465, File 424, Item 4",[between 1990 and 1994],Photographs,File 424; Buildings - Yonge Street residential buildings,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0424_it0004.jpg,550072,322327,[between 1990 and 1994],18 transparencies : col ; 35mm,Buildings - Yonge Street residential buildings,File consists of images of unidentified residential buildings on or near Yonge.,,,,,,,,,,,,,,Locatable,yes,1990,1994,,"{""latLng"":""43.6452299,-79.38060999999999""}"
Ontario Place,"Fonds 200, Series 1465, File 127, Item 20",1976,Photographs,File 127; Waterfront 6 - bridge path,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0127_id0020.jpg,443541,306960,1976,20 transparencies : col. ; 35mm ,Waterfront 6 - bridge path,"File consists of images of the Gardiner Expressway, Lake Shore Boulevard, and/or the Queensway near the Humber, as well as of the waterfront trail between Roncesvalles and Humber River.",,WATERFRONTS (browse  records),,,,,,,,,,,,Locatable,yes,1976,,,"{""latLng"":""43.63002077798419,-79.41758850003055""}"
Looking east on Liberty from east of Fraser,"Fonds 200, Series 1465, File 37, Item 27",[198-],Photographs,"File 37; Miscellaneous, Railway Lands",,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0037_id0027.jpg,440212,306872,[between 1980 and 1998],211 transparencies : col. ; 35mm,"Miscellaneous, Railway Lands","File consists of 99 photographs, 65 architectual drawings and illustrations, and 47 architectual models depicting proposed Railway Lands urban developments. File also includes photographs of industrial districts and buildings on Carlaw north of Dundas, Liberty Village, and the Massey plant on King West, as well as the Front and Portland Street area.",,INDUSTRIAL DISTRICTS (browse  records),,,,,,,,,,,,Locatable,yes,1980,1989,,"{""latLng"":""43.63763185222484,-79.4239725251312""}"
