title,citation,date,form,part_of,part_of_links,condition,copyright,imageLink,uniqueID,parent_uniqueID,parent_date,parent_desc,parent_title,parent_scope,physical_desc,subject,physical_desc_notes,numbers,other,scope,date_notes,title_notes,notes,author,author_notes,finding_aids,scale
Northwest corner Breadalbane and St. Vincent Streets,"Fonds 200, Series 372, Subseries 3, Item 271","February 17, 1921",Photographs,Subseries 3; Assessment photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0003/s0372_ss0003_it0271.jpg,92999,83947,1911-1947,ca. 1200 photographs : b&w; ; 13 x 18 cm and smaller,Assessment photographs,"Subseries consists of photographs taken on behalf of the Assessment Department to assist in their evaluation of property values within the former City of Toronto. City Photographer Arthur Goss was reponsible for photographs taken prior to 1940.
Subseries also includes a 1915 diagram showing the density of Toronto's population by Assessment System (Item 148).",1 photoprint : b&w; ; 13 x 18 cm. — 1 photonegative : b&w; ; 13 x 18 cm. — 1 copynegative : b&w; ; 13 x 18 cm,,,,,,Copynegative June 1974,,,,,,
Albert looking east to Eaton Centre,"Fonds 200, Series 1465, File 466, Item 1",[between 1977 and 1998],Photographs,File 466; Albert Street and Cloud Gardens,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0466_it0001.jpg,551408,322508,[between 1977 and 1998],"10 transparencies : col ; 35mm
14 transparencies : b&w; ; 35mm",Albert Street and Cloud Gardens,"File consists of images of Albert Street at the Eaton Centre, and Cloud Gardens on the south side of Richmond west of Yonge. File also includes copies of engravings of Paris.",,,,,,,,,,,,,
Looking north on Yonge Street from CPR tracks,"Fonds 1244, Item 7354",1912,Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it7354.jpg,87852,46340,,,,,1 photoprint : b&w;,GRADE CROSSINGS (browse  records) STREETSCAPE (browse  records) STREETCARS (browse  records),,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume","Item consists of one photograph. See also Fonds 1244, Item 7355.",,,,,,,
Looking east from King and Yonge streets,"Fonds 1244, Item 10023",[ca. 1912],Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.Reseachers may not have access to original prints or negatives, but may use the reference prints available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it10023.jpg,88373,46340,,,,,1 photoprint : b&w;,CENTRAL BUSINESS DISTRICTS (browse  records) URBAN FORM (browse  records),,,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume",,,,,,,,
"Living room with gas radiant fire, hot water radiator, gas and electric lighting, leopard skin rug and piano","Fonds 1034, Item 887",1913,Photographs,Fonds 1034; Consumers' Gas Company Ltd. fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1034/f1034_it0887.jpg,564957,45741,,,,,"1 negative : b&w;, glass ; 20 x 25 cm",,,,,,,,,,,,
"C.N.E., Prince of Wales speaking","Fonds 1266, Item 11402","August 30, 1927",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 11402.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it11402.jpg,287972,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-11402.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Neighbourhood advisory council meeting,"Fonds 200, Series 1465, File 636, Item 58",[1990],Photographs,File 636; Neighbourhood advisory council,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0636_it0058.jpg,573524,324283,[1990],"45 transparencies : col. ; 35mm 
22 transparencies : b&w; ; 35mm",Neighbourhood advisory council,"File consists of images of various neighbourhood advisory council meetings, showing people viewing image of Ataratiri plans and other project plans and models. File also includes images of Barbara Hall being interviewed on a television show.",,MEETINGS (browse  records),,,,,,,,,,,
"Bala, Miss M. Laing and Harvey Christie in bathing suits","Fonds 1266, Item 14040","July 1, 1928",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 14040.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it14040.jpg,289198,46341,,,,,"1 photonegative : b&w;, glass ; 9 x 11 cm",,,Previously cited: City of Toronto Archives SC 266-14040.,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
Spadina and Harbord looking east,"Fonds 200, Series 1465, File 179, Item 47",1993,Photographs,File 179; University of Toronto - study,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0179_id0047.jpg,445357,307012,1993,165 transparencies : col. ; 35mm ,University of Toronto - study,File consists of images of buildings and streetscapes at the University of Toronto's St. George campus.,,,,,,,,,,,,,
Lake Shore Boulevard at Marine Parade Drive looking east,"Fonds 200, Series 1465, File 175, Item 1",[between 1980 and 1998],Photographs,File 175; Lake Shore Boulevard West and Humber Bay shores,,OPEN - No restrictions on these government records.,Copyright is held by the City of Toronto....more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser1465/s1465_fl0175_id0001.jpg,445124,307008,[between 1980 and 1998],25 transparencies : col. ; 35mm,Lake Shore Boulevard West and Humber Bay shores,"File consists of images of Lake Shore Boulevard West, including the motel strip and the Christie factory.",,STREETCARS (browse  records),,,,,,,,,,,
Sir John Craig Eaton with Duke of Connaught and officers,"Fonds 1244, Item 1627",[1915?],Photographs,Fonds 1244; William James family fonds,,"OPEN - No restrictions on these non-government records.To preserve the original prints, researchers should consult the reference photocopies available in the Research Hall.",Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1244/f1244_it1627.jpg,53264,46340,,,,,1 photoprint : b&w; ; 12 x 17 cm. — 1 photonegative : b&w; ; 10 x 12 cm,ARMED FORCES PERSONNEL (browse  records),neg is a copy neg.,James & Sons.,"A reference print of this image is available on the photograph collection shelves of the Research Hall. See James Collection, Volume 24.",,,Sir John Craig Eaton (with big hat),,,,,
Snow scenes - weeds and rushes - High Park,"Fonds 1548, Series 393, Item 18595","December 24, 1923",,Series 393; John Boyd Sr. photographs,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1548/ser393/f1548_s0393_it18595.jpg,229970,46345,,,,,1 photoprint : b&w; ; 12 x 15 cm,,,,,,,,(news code 14),,,,
Don crossing looking west,"Fonds 200, Series 376, File 1B, Item 2",[189?],"Photographs
Photographs - buildings - exterior views
Photographs - streetscapes",File 1B; City Engineer's photo album,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser376/fl0001b/s0376_fl0001b_it0002.jpg,49448,49207,[189-],9 photoprints : b&w;,City Engineer's photo album,File consists of images originally contained in a photographic album taken by the City Engineer's Office to document its activities.,1 photoprint : b&w; ; 26 x 33 cm. — 1 photonegative : b&w; ; 10 x 13 cm,RAILWAYS (browse  records) HORSE-DRAWN VEHICLES (browse  records),,,,,,,,,,,
Sterling Road,"Fonds 200, Series 372, Subseries 58, Item 371","December 1, 1913","Photographs - streetscapes
Photographs",Subseries 58; Road and street condition photographs,,OPEN - No restrictions on these government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0058/s0372_ss0058_it0371.jpg,96459,84005,1910-1957,"2,502 photographs : b&w; ; 13 x 18 cm and smaller",Road and street condition photographs,"Subseries consists of photographs of streets and intersections across Toronto. Arranged chronologically, the photographs document road construction and maintenance projects including street paving (bitulithic, tarvia, concrete, Rocmac), road widening, track laying and reconstruction, and the creation of traffic islands. Also included are examples of damage to streets, including erosion, and weather-related incidents such as defective paving, cave-ins, curb heaving and flooding. ",1 photonegative : b&w; ; 15 x 18 cm,ROADS (browse  records),,,,,,,,,,,
Metropolitan Toronto aerial photographs,"Fonds 257, Series 12, File 1971,  40",,,File 1971; Metropolitan Toronto aerial photographs,,OPEN - No restrictions on these government records.,Copyright is not held by the City of Toronto...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser12/s0012_fl1971_it0040.jp2,558794,461446,1971,X photoprints : b&w; ; 59 x 59 cm,Metropolitan Toronto aerial photographs : sheets 1 to 70,,,,,,,,,,,,,,
University of Toronto : entrance to grounds,"Fonds 1568, Item 465",1903,Photographs,Fonds 1568; Alexander W. Galbraith fonds,,OPEN - No restrictions on these non-government records.,Copyright is in the public domain and permission for use is not required...more,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0465.jpg,147571,46161,,,,,1 photoprint : b&w; ; 21 x 26 cm - 1 photonegative : b&w; ; 11 x 13 cm,universities and colleges (browse  records),,Former City of Toronto Archives citation: SC 568-465.,,,,,The negative of this image is stored in the vault: Box No. 158651.,,,,
"Hamilton athletic meet, Johnny Fitzpatrick winning race","Fonds 1266, Item 17191","July 6, 1929",Photographs,Fonds 1266; Globe and Mail fonds,,"OPEN - No restrictions on these non-government records.To preserve the original negatives, researchers should consult the microfiche reference copies, available in the Research Hall.","Copyright is in the public domain and permission for use is not required...moreThe following citation must be used when exhibiting or publishing this image: City of Toronto Archives, Globe and Mail fonds, Fonds 1266, Item 17191.",https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1266/f1266_it17191.jpg,299208,46341,,,,,"1 photonegative : b&w;, safety film ; 10 x 13 cm",SPORTS (browse  records) ATHLETES (browse  records),"Negative was reformatted from nitrate film to safety film, between 1987 and 1990.",Previously cited: City of Toronto Archives SC 266-17191,"This photograph is available on microfiche, in the Research Hall at the City of Toronto Archives.",,,,,,,,
